Id,rating
803059,4
803060,4
803061,4
803062,5
803063,4
803064,3
803065,3
803066,4
803067,4
803068,4
803069,3
803070,3
803071,4
803072,4
803073,4
803074,3
803075,4
803076,4
803077,4
803078,4
803079,4
803080,4
803081,4
803082,3
803083,4
803084,4
803085,4
803086,3
803087,4
803088,4
803089,3
803090,4
803091,4
803092,3
803093,4
803094,3
803095,4
803096,4
803097,4
803098,3
803099,4
803100,4
803101,4
803102,3
803103,2
803104,4
803105,4
803106,4
803107,4
803108,4
803109,4
803110,4
803111,4
803112,4
803113,3
803114,3
803115,4
803116,4
803117,4
803118,4
803119,4
803120,4
803121,4
803122,4
803123,4
803124,4
803125,3
803126,4
803127,3
803128,3
803129,3
803130,4
803131,4
803132,3
803133,4
803134,3
803135,4
803136,4
803137,3
803138,4
803139,4
803140,4
803141,4
803142,2
803143,4
803144,4
803145,4
803146,4
803147,4
803148,4
803149,5
803150,3
803151,4
803152,4
803153,3
803154,4
803155,4
803156,4
803157,5
803158,3
803159,4
803160,3
803161,4
803162,4
803163,4
803164,3
803165,4
803166,4
803167,4
803168,4
803169,4
803170,4
803171,4
803172,3
803173,3
803174,4
803175,4
803176,4
803177,4
803178,4
803179,5
803180,4
803181,4
803182,4
803183,4
803184,5
803185,4
803186,4
803187,4
803188,5
803189,5
803190,4
803191,4
803192,4
803193,4
803194,5
803195,5
803196,4
803197,4
803198,3
803199,4
803200,4
803201,4
803202,4
803203,4
803204,4
803205,2
803206,4
803207,5
803208,4
803209,3
803210,4
803211,4
803212,4
803213,5
803214,4
803215,3
803216,3
803217,4
803218,5
803219,3
803220,3
803221,3
803222,4
803223,3
803224,3
803225,3
803226,3
803227,4
803228,4
803229,3
803230,3
803231,3
803232,3
803233,3
803234,3
803235,2
803236,3
803237,3
803238,3
803239,3
803240,3
803241,3
803242,3
803243,4
803244,3
803245,3
803246,3
803247,3
803248,3
803249,3
803250,3
803251,3
803252,3
803253,3
803254,3
803255,4
803256,3
803257,3
803258,3
803259,3
803260,3
803261,3
803262,4
803263,3
803264,3
803265,3
803266,3
803267,4
803268,3
803269,3
803270,3
803271,2
803272,4
803273,3
803274,3
803275,3
803276,3
803277,3
803278,3
803279,5
803280,3
803281,3
803282,3
803283,3
803284,3
803285,4
803286,3
803287,3
803288,3
803289,3
803290,3
803291,3
803292,3
803293,5
803294,3
803295,3
803296,3
803297,3
803298,4
803299,5
803300,5
803301,5
803302,5
803303,5
803304,5
803305,4
803306,4
803307,5
803308,5
803309,3
803310,5
803311,5
803312,4
803313,4
803314,4
803315,4
803316,4
803317,4
803318,4
803319,5
803320,4
803321,4
803322,5
803323,4
803324,4
803325,5
803326,4
803327,4
803328,5
803329,4
803330,5
803331,4
803332,4
803333,4
803334,4
803335,5
803336,4
803337,3
803338,5
803339,4
803340,4
803341,4
803342,4
803343,4
803344,4
803345,3
803346,4
803347,4
803348,5
803349,4
803350,3
803351,4
803352,4
803353,5
803354,5
803355,4
803356,4
803357,5
803358,5
803359,4
803360,4
803361,4
803362,5
803363,4
803364,4
803365,4
803366,5
803367,4
803368,4
803369,4
803370,4
803371,4
803372,5
803373,4
803374,4
803375,4
803376,5
803377,4
803378,3
803379,4
803380,4
803381,4
803382,4
803383,5
803384,5
803385,4
803386,4
803387,5
803388,5
803389,4
803390,4
803391,5
803392,5
803393,4
803394,4
803395,4
803396,3
803397,4
803398,3
803399,4
803400,4
803401,4
803402,4
803403,5
803404,5
803405,4
803406,4
803407,4
803408,4
803409,4
803410,3
803411,5
803412,4
803413,4
803414,4
803415,4
803416,4
803417,4
803418,4
803419,4
803420,3
803421,4
803422,4
803423,4
803424,4
803425,4
803426,4
803427,4
803428,4
803429,4
803430,3
803431,4
803432,4
803433,4
803434,4
803435,4
803436,4
803437,4
803438,4
803439,5
803440,4
803441,4
803442,4
803443,4
803444,4
803445,4
803446,4
803447,5
803448,4
803449,4
803450,4
803451,5
803452,3
803453,4
803454,3
803455,4
803456,4
803457,4
803458,3
803459,4
803460,4
803461,4
803462,4
803463,4
803464,4
803465,4
803466,4
803467,4
803468,4
803469,4
803470,4
803471,4
803472,5
803473,4
803474,4
803475,4
803476,3
803477,5
803478,5
803479,4
803480,4
803481,4
803482,5
803483,4
803484,4
803485,4
803486,3
803487,4
803488,5
803489,5
803490,4
803491,4
803492,4
803493,5
803494,5
803495,4
803496,5
803497,4
803498,4
803499,4
803500,4
803501,4
803502,5
803503,4
803504,4
803505,4
803506,4
803507,4
803508,4
803509,4
803510,4
803511,4
803512,4
803513,4
803514,4
803515,4
803516,3
803517,4
803518,4
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,4
803531,4
803532,4
803533,5
803534,4
803535,4
803536,4
803537,4
803538,5
803539,4
803540,4
803541,4
803542,4
803543,4
803544,4
803545,4
803546,4
803547,5
803548,5
803549,4
803550,4
803551,4
803552,4
803553,4
803554,4
803555,4
803556,4
803557,4
803558,4
803559,4
803560,4
803561,5
803562,4
803563,4
803564,4
803565,4
803566,3
803567,4
803568,4
803569,4
803570,5
803571,4
803572,4
803573,4
803574,4
803575,4
803576,4
803577,4
803578,4
803579,4
803580,4
803581,5
803582,4
803583,4
803584,4
803585,4
803586,4
803587,4
803588,4
803589,4
803590,4
803591,4
803592,4
803593,4
803594,4
803595,5
803596,4
803597,4
803598,4
803599,4
803600,4
803601,4
803602,5
803603,4
803604,4
803605,4
803606,4
803607,4
803608,5
803609,4
803610,4
803611,4
803612,4
803613,4
803614,4
803615,5
803616,4
803617,5
803618,1
803619,4
803620,5
803621,4
803622,5
803623,4
803624,4
803625,4
803626,4
803627,3
803628,3
803629,4
803630,4
803631,4
803632,4
803633,4
803634,4
803635,4
803636,4
803637,3
803638,4
803639,4
803640,4
803641,3
803642,4
803643,5
803644,5
803645,5
803646,5
803647,4
803648,4
803649,4
803650,4
803651,3
803652,2
803653,4
803654,3
803655,5
803656,4
803657,3
803658,3
803659,4
803660,4
803661,4
803662,4
803663,4
803664,4
803665,4
803666,4
803667,4
803668,4
803669,4
803670,4
803671,3
803672,3
803673,2
803674,3
803675,4
803676,3
803677,5
803678,5
803679,4
803680,4
803681,3
803682,4
803683,4
803684,4
803685,4
803686,4
803687,4
803688,3
803689,4
803690,4
803691,4
803692,4
803693,3
803694,3
803695,4
803696,4
803697,4
803698,4
803699,3
803700,4
803701,4
803702,3
803703,4
803704,4
803705,3
803706,4
803707,4
803708,4
803709,4
803710,3
803711,3
803712,4
803713,4
803714,5
803715,3
803716,3
803717,4
803718,4
803719,4
803720,3
803721,4
803722,4
803723,4
803724,4
803725,4
803726,4
803727,4
803728,4
803729,4
803730,4
803731,1
803732,5
803733,4
803734,4
803735,5
803736,4
803737,4
803738,4
803739,4
803740,4
803741,1
803742,4
803743,4
803744,4
803745,5
803746,4
803747,4
803748,5
803749,3
803750,4
803751,5
803752,4
803753,4
803754,5
803755,1
803756,4
803757,4
803758,4
803759,4
803760,4
803761,4
803762,4
803763,4
803764,4
803765,4
803766,3
803767,3
803768,3
803769,3
803770,3
803771,4
803772,4
803773,3
803774,4
803775,4
803776,3
803777,4
803778,3
803779,3
803780,4
803781,3
803782,3
803783,3
803784,4
803785,4
803786,3
803787,4
803788,3
803789,3
803790,3
803791,3
803792,4
803793,4
803794,3
803795,4
803796,4
803797,3
803798,3
803799,3
803800,3
803801,4
803802,3
803803,4
803804,3
803805,4
803806,4
803807,4
803808,3
803809,4
803810,3
803811,3
803812,3
803813,4
803814,4
803815,4
803816,4
803817,4
803818,3
803819,5
803820,2
803821,4
803822,4
803823,3
803824,4
803825,3
803826,5
803827,1
803828,5
803829,1
803830,5
803831,5
803832,5
803833,5
803834,5
803835,4
803836,4
803837,4
803838,3
803839,4
803840,3
803841,3
803842,3
803843,3
803844,3
803845,3
803846,4
803847,3
803848,3
803849,4
803850,4
803851,4
803852,3
803853,3
803854,3
803855,3
803856,3
803857,3
803858,4
803859,4
803860,3
803861,4
803862,3
803863,3
803864,3
803865,3
803866,3
803867,4
803868,3
803869,3
803870,3
803871,3
803872,3
803873,3
803874,3
803875,3
803876,3
803877,3
803878,4
803879,4
803880,3
803881,3
803882,3
803883,3
803884,3
803885,3
803886,3
803887,4
803888,3
803889,3
803890,4
803891,3
803892,3
803893,3
803894,3
803895,4
803896,3
803897,3
803898,3
803899,3
803900,3
803901,3
803902,3
803903,4
803904,4
803905,3
803906,3
803907,3
803908,4
803909,3
803910,3
803911,3
803912,3
803913,3
803914,3
803915,3
803916,4
803917,3
803918,3
803919,3
803920,3
803921,3
803922,3
803923,3
803924,5
803925,3
803926,3
803927,3
803928,3
803929,3
803930,3
803931,4
803932,4
803933,3
803934,3
803935,3
803936,3
803937,3
803938,4
803939,3
803940,3
803941,3
803942,4
803943,3
803944,3
803945,4
803946,3
803947,4
803948,3
803949,3
803950,3
803951,3
803952,4
803953,3
803954,3
803955,3
803956,4
803957,4
803958,4
803959,3
803960,4
803961,4
803962,4
803963,4
803964,3
803965,5
803966,4
803967,4
803968,3
803969,4
803970,4
803971,4
803972,4
803973,4
803974,4
803975,4
803976,4
803977,4
803978,3
803979,4
803980,3
803981,3
803982,3
803983,4
803984,3
803985,3
803986,4
803987,4
803988,4
803989,4
803990,4
803991,4
803992,4
803993,4
803994,4
803995,4
803996,4
803997,4
803998,4
803999,3
804000,3
804001,4
804002,4
804003,4
804004,4
804005,3
804006,5
804007,4
804008,4
804009,5
804010,3
804011,5
804012,4
804013,4
804014,3
804015,3
804016,4
804017,4
804018,5
804019,4
804020,4
804021,4
804022,4
804023,5
804024,4
804025,4
804026,4
804027,4
804028,5
804029,4
804030,5
804031,4
804032,5
804033,5
804034,3
804035,5
804036,3
804037,3
804038,5
804039,5
804040,3
804041,3
804042,5
804043,4
804044,4
804045,3
804046,4
804047,3
804048,4
804049,4
804050,5
804051,3
804052,3
804053,4
804054,4
804055,5
804056,4
804057,4
804058,4
804059,4
804060,4
804061,5
804062,3
804063,3
804064,5
804065,4
804066,4
804067,5
804068,3
804069,4
804070,4
804071,4
804072,4
804073,5
804074,3
804075,4
804076,3
804077,4
804078,4
804079,5
804080,4
804081,4
804082,3
804083,5
804084,5
804085,4
804086,5
804087,5
804088,5
804089,3
804090,4
804091,5
804092,4
804093,4
804094,3
804095,4
804096,4
804097,4
804098,4
804099,4
804100,5
804101,4
804102,4
804103,4
804104,4
804105,5
804106,4
804107,4
804108,3
804109,3
804110,4
804111,4
804112,3
804113,4
804114,4
804115,4
804116,4
804117,5
804118,5
804119,4
804120,4
804121,5
804122,5
804123,4
804124,5
804125,4
804126,4
804127,5
804128,3
804129,3
804130,4
804131,3
804132,5
804133,4
804134,4
804135,5
804136,5
804137,3
804138,4
804139,3
804140,4
804141,3
804142,5
804143,4
804144,5
804145,4
804146,4
804147,4
804148,4
804149,4
804150,4
804151,4
804152,4
804153,4
804154,5
804155,4
804156,5
804157,4
804158,4
804159,5
804160,4
804161,5
804162,5
804163,4
804164,4
804165,4
804166,5
804167,3
804168,4
804169,4
804170,5
804171,4
804172,4
804173,4
804174,4
804175,4
804176,4
804177,4
804178,4
804179,4
804180,3
804181,4
804182,4
804183,4
804184,4
804185,5
804186,4
804187,4
804188,4
804189,4
804190,4
804191,3
804192,4
804193,4
804194,5
804195,4
804196,4
804197,4
804198,5
804199,5
804200,4
804201,4
804202,5
804203,4
804204,4
804205,4
804206,5
804207,4
804208,5
804209,4
804210,5
804211,5
804212,5
804213,3
804214,4
804215,4
804216,4
804217,4
804218,4
804219,5
804220,4
804221,4
804222,5
804223,4
804224,4
804225,5
804226,4
804227,4
804228,4
804229,4
804230,4
804231,4
804232,4
804233,4
804234,4
804235,4
804236,4
804237,4
804238,4
804239,4
804240,4
804241,4
804242,5
804243,4
804244,4
804245,3
804246,4
804247,3
804248,5
804249,4
804250,4
804251,4
804252,4
804253,5
804254,3
804255,4
804256,5
804257,4
804258,5
804259,5
804260,4
804261,4
804262,4
804263,4
804264,4
804265,5
804266,4
804267,4
804268,4
804269,4
804270,4
804271,4
804272,4
804273,4
804274,4
804275,4
804276,3
804277,4
804278,4
804279,4
804280,4
804281,4
804282,4
804283,4
804284,4
804285,4
804286,3
804287,4
804288,4
804289,4
804290,4
804291,4
804292,4
804293,4
804294,3
804295,4
804296,4
804297,4
804298,4
804299,4
804300,4
804301,3
804302,4
804303,4
804304,4
804305,4
804306,4
804307,4
804308,4
804309,4
804310,4
804311,4
804312,4
804313,4
804314,4
804315,4
804316,3
804317,3
804318,3
804319,4
804320,4
804321,4
804322,3
804323,3
804324,5
804325,4
804326,1
804327,3
804328,3
804329,3
804330,4
804331,3
804332,3
804333,4
804334,4
804335,3
804336,4
804337,4
804338,4
804339,4
804340,4
804341,4
804342,4
804343,3
804344,3
804345,3
804346,4
804347,4
804348,4
804349,3
804350,4
804351,4
804352,4
804353,4
804354,4
804355,3
804356,4
804357,4
804358,4
804359,3
804360,3
804361,3
804362,4
804363,4
804364,4
804365,4
804366,4
804367,4
804368,4
804369,4
804370,4
804371,5
804372,4
804373,5
804374,4
804375,4
804376,3
804377,4
804378,4
804379,4
804380,3
804381,3
804382,4
804383,4
804384,4
804385,3
804386,4
804387,4
804388,4
804389,3
804390,3
804391,3
804392,4
804393,4
804394,4
804395,3
804396,4
804397,3
804398,4
804399,4
804400,4
804401,4
804402,4
804403,3
804404,4
804405,4
804406,4
804407,3
804408,4
804409,3
804410,4
804411,3
804412,4
804413,4
804414,3
804415,4
804416,4
804417,4
804418,4
804419,4
804420,4
804421,4
804422,4
804423,4
804424,3
804425,4
804426,4
804427,4
804428,4
804429,4
804430,4
804431,4
804432,4
804433,3
804434,5
804435,4
804436,5
804437,2
804438,4
804439,3
804440,5
804441,4
804442,5
804443,5
804444,4
804445,3
804446,4
804447,4
804448,4
804449,5
804450,4
804451,4
804452,4
804453,4
804454,5
804455,4
804456,4
804457,5
804458,4
804459,4
804460,4
804461,4
804462,5
804463,5
804464,5
804465,4
804466,5
804467,4
804468,4
804469,4
804470,4
804471,4
804472,4
804473,4
804474,4
804475,4
804476,5
804477,4
804478,5
804479,5
804480,5
804481,5
804482,3
804483,3
804484,3
804485,4
804486,5
804487,4
804488,4
804489,4
804490,4
804491,5
804492,5
804493,4
804494,5
804495,4
804496,5
804497,4
804498,4
804499,4
804500,4
804501,4
804502,4
804503,4
804504,5
804505,4
804506,4
804507,5
804508,4
804509,5
804510,3
804511,4
804512,4
804513,4
804514,4
804515,4
804516,4
804517,5
804518,5
804519,4
804520,5
804521,4
804522,5
804523,4
804524,5
804525,3
804526,4
804527,4
804528,4
804529,4
804530,5
804531,5
804532,4
804533,3
804534,3
804535,3
804536,4
804537,4
804538,4
804539,4
804540,4
804541,4
804542,5
804543,4
804544,4
804545,4
804546,4
804547,4
804548,3
804549,3
804550,4
804551,3
804552,4
804553,3
804554,1
804555,4
804556,3
804557,4
804558,4
804559,4
804560,4
804561,3
804562,3
804563,4
804564,4
804565,4
804566,4
804567,4
804568,4
804569,3
804570,4
804571,4
804572,4
804573,4
804574,4
804575,4
804576,4
804577,3
804578,4
804579,4
804580,3
804581,4
804582,4
804583,4
804584,5
804585,3
804586,4
804587,4
804588,3
804589,4
804590,3
804591,4
804592,4
804593,4
804594,3
804595,4
804596,3
804597,3
804598,4
804599,3
804600,5
804601,5
804602,5
804603,4
804604,5
804605,5
804606,3
804607,4
804608,4
804609,5
804610,4
804611,4
804612,3
804613,4
804614,4
804615,5
804616,4
804617,4
804618,4
804619,4
804620,4
804621,4
804622,4
804623,4
804624,4
804625,4
804626,4
804627,4
804628,4
804629,4
804630,4
804631,4
804632,3
804633,4
804634,4
804635,4
804636,4
804637,4
804638,3
804639,4
804640,4
804641,4
804642,4
804643,4
804644,4
804645,4
804646,4
804647,4
804648,3
804649,4
804650,5
804651,3
804652,5
804653,4
804654,4
804655,4
804656,5
804657,4
804658,3
804659,3
804660,5
804661,3
804662,3
804663,3
804664,4
804665,4
804666,4
804667,4
804668,4
804669,4
804670,4
804671,4
804672,4
804673,3
804674,4
804675,4
804676,4
804677,4
804678,4
804679,5
804680,4
804681,4
804682,4
804683,4
804684,4
804685,4
804686,4
804687,4
804688,4
804689,4
804690,4
804691,3
804692,4
804693,3
804694,3
804695,5
804696,3
804697,4
804698,3
804699,4
804700,4
804701,5
804702,4
804703,5
804704,3
804705,4
804706,4
804707,4
804708,5
804709,5
804710,5
804711,5
804712,5
804713,5
804714,4
804715,5
804716,5
804717,5
804718,5
804719,5
804720,5
804721,5
804722,5
804723,5
804724,5
804725,4
804726,4
804727,4
804728,4
804729,4
804730,4
804731,3
804732,4
804733,4
804734,4
804735,4
804736,4
804737,4
804738,4
804739,4
804740,4
804741,4
804742,4
804743,4
804744,4
804745,4
804746,4
804747,3
804748,3
804749,4
804750,5
804751,3
804752,5
804753,5
804754,4
804755,5
804756,5
804757,5
804758,4
804759,4
804760,5
804761,4
804762,5
804763,4
804764,5
804765,4
804766,4
804767,5
804768,4
804769,5
804770,5
804771,5
804772,5
804773,3
804774,2
804775,4
804776,3
804777,4
804778,3
804779,4
804780,5
804781,4
804782,4
804783,4
804784,1
804785,4
804786,4
804787,4
804788,4
804789,5
804790,3
804791,4
804792,4
804793,5
804794,4
804795,4
804796,4
804797,5
804798,5
804799,4
804800,5
804801,4
804802,4
804803,4
804804,4
804805,4
804806,5
804807,5
804808,5
804809,5
804810,4
804811,5
804812,5
804813,1
804814,5
804815,5
804816,5
804817,3
804818,4
804819,5
804820,3
804821,4
804822,5
804823,3
804824,3
804825,3
804826,3
804827,4
804828,4
804829,3
804830,3
804831,4
804832,5
804833,3
804834,3
804835,3
804836,4
804837,3
804838,3
804839,3
804840,4
804841,4
804842,3
804843,3
804844,3
804845,3
804846,4
804847,5
804848,3
804849,3
804850,5
804851,4
804852,4
804853,4
804854,5
804855,4
804856,3
804857,3
804858,4
804859,4
804860,3
804861,4
804862,4
804863,5
804864,5
804865,5
804866,4
804867,5
804868,5
804869,5
804870,3
804871,4
804872,4
804873,4
804874,4
804875,3
804876,4
804877,3
804878,4
804879,4
804880,4
804881,3
804882,4
804883,3
804884,4
804885,3
804886,3
804887,4
804888,3
804889,4
804890,3
804891,3
804892,4
804893,4
804894,4
804895,4
804896,4
804897,4
804898,3
804899,4
804900,4
804901,4
804902,4
804903,4
804904,2
804905,1
804906,2
804907,4
804908,4
804909,4
804910,4
804911,3
804912,4
804913,1
804914,4
804915,3
804916,4
804917,3
804918,3
804919,4
804920,4
804921,3
804922,4
804923,4
804924,4
804925,5
804926,4
804927,4
804928,3
804929,5
804930,4
804931,2
804932,3
804933,4
804934,3
804935,4
804936,1
804937,4
804938,3
804939,5
804940,3
804941,3
804942,3
804943,3
804944,3
804945,4
804946,4
804947,3
804948,4
804949,4
804950,3
804951,3
804952,3
804953,4
804954,1
804955,3
804956,4
804957,4
804958,4
804959,4
804960,4
804961,4
804962,3
804963,4
804964,4
804965,4
804966,4
804967,3
804968,3
804969,3
804970,4
804971,3
804972,4
804973,4
804974,4
804975,3
804976,3
804977,3
804978,3
804979,3
804980,4
804981,3
804982,3
804983,1
804984,4
804985,1
804986,4
804987,5
804988,4
804989,4
804990,3
804991,4
804992,4
804993,3
804994,1
804995,1
804996,3
804997,4
804998,4
804999,4
805000,4
805001,4
805002,4
805003,4
805004,5
805005,4
805006,5
805007,4
805008,4
805009,4
805010,5
805011,4
805012,4
805013,4
805014,4
805015,4
805016,3
805017,4
805018,4
805019,4
805020,4
805021,4
805022,3
805023,4
805024,4
805025,4
805026,4
805027,5
805028,4
805029,4
805030,4
805031,4
805032,4
805033,4
805034,4
805035,4
805036,4
805037,4
805038,4
805039,5
805040,5
805041,5
805042,5
805043,5
805044,4
805045,4
805046,5
805047,5
805048,5
805049,5
805050,4
805051,4
805052,4
805053,5
805054,4
805055,5
805056,4
805057,5
805058,4
805059,5
805060,5
805061,4
805062,4
805063,5
805064,5
805065,5
805066,4
805067,4
805068,4
805069,3
805070,5
805071,5
805072,5
805073,4
805074,5
805075,4
805076,5
805077,4
805078,4
805079,5
805080,4
805081,4
805082,4
805083,3
805084,4
805085,3
805086,3
805087,5
805088,1
805089,3
805090,4
805091,5
805092,4
805093,4
805094,4
805095,4
805096,3
805097,3
805098,3
805099,4
805100,3
805101,4
805102,4
805103,4
805104,4
805105,3
805106,3
805107,3
805108,4
805109,3
805110,4
805111,5
805112,4
805113,5
805114,5
805115,5
805116,5
805117,5
805118,5
805119,5
805120,5
805121,5
805122,5
805123,5
805124,5
805125,4
805126,5
805127,4
805128,3
805129,4
805130,3
805131,3
805132,3
805133,3
805134,5
805135,4
805136,3
805137,5
805138,3
805139,5
805140,3
805141,5
805142,3
805143,5
805144,4
805145,3
805146,5
805147,5
805148,5
805149,4
805150,3
805151,5
805152,5
805153,4
805154,4
805155,3
805156,4
805157,4
805158,4
805159,4
805160,4
805161,3
805162,4
805163,4
805164,4
805165,4
805166,4
805167,4
805168,4
805169,3
805170,4
805171,3
805172,4
805173,3
805174,3
805175,4
805176,4
805177,4
805178,4
805179,4
805180,3
805181,3
805182,3
805183,3
805184,3
805185,4
805186,3
805187,3
805188,5
805189,4
805190,5
805191,4
805192,3
805193,3
805194,4
805195,3
805196,4
805197,5
805198,4
805199,4
805200,4
805201,4
805202,4
805203,4
805204,4
805205,4
805206,5
805207,4
805208,5
805209,4
805210,4
805211,4
805212,4
805213,4
805214,4
805215,4
805216,4
805217,4
805218,4
805219,4
805220,4
805221,4
805222,4
805223,4
805224,4
805225,4
805226,4
805227,4
805228,4
805229,4
805230,4
805231,4
805232,4
805233,1
805234,3
805235,4
805236,5
805237,5
805238,3
805239,4
805240,4
805241,4
805242,4
805243,4
805244,4
805245,4
805246,4
805247,4
805248,4
805249,4
805250,4
805251,4
805252,4
805253,4
805254,4
805255,4
805256,4
805257,3
805258,4
805259,3
805260,3
805261,4
805262,4
805263,4
805264,4
805265,4
805266,4
805267,2
805268,4
805269,3
805270,4
805271,3
805272,4
805273,4
805274,4
805275,4
805276,4
805277,4
805278,4
805279,4
805280,4
805281,4
805282,4
805283,4
805284,4
805285,4
805286,4
805287,4
805288,4
805289,4
805290,5
805291,5
805292,5
805293,5
805294,5
805295,5
805296,5
805297,5
805298,4
805299,4
805300,5
805301,5
805302,4
805303,4
805304,4
805305,4
805306,4
805307,3
805308,1
805309,4
805310,3
805311,4
805312,5
805313,4
805314,1
805315,4
805316,3
805317,4
805318,4
805319,4
805320,4
805321,4
805322,4
805323,4
805324,4
805325,4
805326,4
805327,3
805328,3
805329,4
805330,5
805331,4
805332,4
805333,4
805334,4
805335,3
805336,4
805337,4
805338,5
805339,4
805340,3
805341,4
805342,4
805343,4
805344,4
805345,3
805346,3
805347,3
805348,4
805349,4
